time_referencia,competicao,pais_competicao,data_jogo,time_casa,time_fora,jogo,resultado,formacao_casa,formacao_fora,titulares_casa,titulares_fora,substituicoes,gols,assistencias
Arsenal,Premier League,England,2026-01-03 17:30:00,Bournemouth,Arsenal,Bournemouth x Arsenal,2 x 3,4-2-3-1,4-3-3,Đorđe Petrović | Álex Jiménez | James Hill | Marcos Senesi | Adrien Truffert | Alex Scott | Marcus Tavernier | Antoine Semenyo | Justin Kluivert | David Brooks | Evanilson,David Raya | Jurriën Timber | William Saliba | Gabriel Magalhães | Piero Hincapié | Martin Ødegaard | Martín Zubimendi | Declan Rice | Noni Madueke | Viktor Gyökeres | Gabriel Martinelli,[FORA] 80' Mikel Merino entrou no lugar de Martin Ødegaard | [CASA] 74' Lewis Cook entrou no lugar de Justin Kluivert | [CASA] 74' Enes Ünal entrou no lugar de Evanilson | [CASA] 74' Eli Junior Kroupi entrou no lugar de Alex Scott | [CASA] 67' Amine Adli entrou no lugar de David Brooks | [FORA] 67' Bukayo Saka entrou no lugar de Noni Madueke | [FORA] 67' Leandro Trossard entrou no lugar de Gabriel Martinelli | [FORA] 66' Gabriel Jesus entrou no lugar de Viktor Gyökeres,[CASA] 76' Eli Junior Kroupi | [FORA] 71' Declan Rice | [FORA] 54' Declan Rice | [FORA] 16' Gabriel Magalhães | [CASA] 10' Evanilson,[CASA] 76' Lewis Cook -> Eli Junior Kroupi | [FORA] 71' Bukayo Saka -> Declan Rice | [FORA] 54' Martin Ødegaard -> Declan Rice
Arsenal,Premier League,England,2025-12-30 20:15:00,Arsenal,Aston Villa,Arsenal x Aston Villa,4 x 1,4-3-3,4-2-3-1,David Raya | Jurriën Timber | William Saliba | Gabriel Magalhães | Piero Hincapié | Martin Ødegaard | Martín Zubimendi | Mikel Merino | Bukayo Saka | Viktor Gyökeres | Leandro Trossard,Emiliano Martínez | Lamare Bogarde | Ezri Konsa | Victor Lindelöf | Lucas Digne | Amadou Onana | Youri Tielemans | Jadon Sancho | Morgan Rogers | Emiliano Buendía | Ollie Watkins,[CASA] 83' Noni Madueke entrou no lugar de Bukayo Saka | [CASA] 83' Ben White entrou no lugar de Jurriën Timber | [FORA] 82' Jamaldeen Jimoh entrou no lugar de Morgan Rogers | [FORA] 82' George Hemmings entrou no lugar de Youri Tielemans | [CASA] 77' Gabriel Jesus entrou no lugar de Viktor Gyökeres | [CASA] 77' Myles Lewis-Skelly entrou no lugar de Gabriel Magalhães | [CASA] 73' Christian Nørgaard entrou no lugar de Mikel Merino | [FORA] 61' Andrés García entrou no lugar de Emiliano Buendía | [FORA] 61' Donyell Malen entrou no lugar de Jadon Sancho | [FORA] 46' John McGinn entrou no lugar de Amadou Onana,[FORA] 90+4' Ollie Watkins | [CASA] 78' Gabriel Jesus | [CASA] 69' Leandro Trossard | [CASA] 52' Martín Zubimendi | [CASA] 48' Gabriel Magalhães,[CASA] 78' Leandro Trossard -> Gabriel Jesus | [CASA] 69' Jurriën Timber -> Leandro Trossard | [CASA] 52' Martin Ødegaard -> Martín Zubimendi
Arsenal,Premier League,England,2025-12-27 15:00:00,Arsenal,Brighton & Hove Albion,Arsenal x Brighton & Hove Albion,2 x 1,4-3-3,3-4-2-1,David Raya | Declan Rice | William Saliba | Piero Hincapié | Myles Lewis-Skelly | Martin Ødegaard | Martín Zubimendi | Mikel Merino | Bukayo Saka | Viktor Gyökeres | Leandro Trossard,Bart Verbruggen | Diego Coppola | Jan Paul van Hecke | Lewis Dunk | Ferdi Kadıoğlu | Yasin Ayari | Jack Hinshelwood | Maxim De Cuyper | Brajan Gruda | Diego Gómez | Georginio Rutter,[FORA] 87' Tom Watson entrou no lugar de Diego Coppola | [FORA] 87' Charalampos Kostoulas entrou no lugar de Diego Gómez | [CASA] 82' Gabriel Martinelli entrou no lugar de Leandro Trossard | [FORA] 75' Danny Welbeck entrou no lugar de Jack Hinshelwood | [CASA] 71' Gabriel Jesus entrou no lugar de Viktor Gyökeres | [CASA] 71' Gabriel Magalhães entrou no lugar de Myles Lewis-Skelly | [FORA] 46' Mats Wieffer entrou no lugar de Maxim De Cuyper | [FORA] 46' Yankuba Minteh entrou no lugar de Brajan Gruda,[FORA] 64' Diego Gómez | [CASA] 52' Georginio Rutter | [CASA] 14' Martin Ødegaard,[CASA] 14' Bukayo Saka -> Martin Ødegaard
Arsenal,EFL Cup,England,2025-12-23 20:00:00,Arsenal,Crystal Palace,Arsenal x Crystal Palace,9 x 8,4-3-3,3-4-2-1,Kepa Arrizabalaga | Jurriën Timber | William Saliba | Riccardo Calafiori | Myles Lewis-Skelly | Mikel Merino | Christian Nørgaard | Eberechi Eze | Noni Madueke | Gabriel Jesus | Gabriel Martinelli,Walter Benítez | Chris Richards | Maxence Lacroix | Marc Guéhi | Jaydee Canvot | Adam Wharton | Jefferson Lerma | Tyrick Mitchell | Eddie Nketiah | Yéremy Pino | Jean Philippe Mateta,[FORA] 90' Borna Sosa entrou no lugar de Tyrick Mitchell | [CASA] 86' Declan Rice entrou no lugar de Gabriel Jesus | [FORA] 86' Christantus Uche entrou no lugar de Yéremy Pino | [FORA] 75' Will Hughes entrou no lugar de Chris Richards | [CASA] 67' Bukayo Saka entrou no lugar de Noni Madueke | [CASA] 67' Martin Ødegaard entrou no lugar de Eberechi Eze | [CASA] 59' Leandro Trossard entrou no lugar de Gabriel Martinelli | [FORA] 46' Nathaniel Clyne entrou no lugar de Jaydee Canvot | [FORA] 46' Justin Devenny entrou no lugar de Eddie Nketiah,[FORA] 90+5' Marc Guéhi | [CASA] 80' Maxence Lacroix,[FORA] 90+5' Jefferson Lerma -> Marc Guéhi
Arsenal,Premier League,England,2025-12-20 20:00:00,Everton,Arsenal,Everton x Arsenal,0 x 1,4-2-3-1,4-3-3,Jordan Pickford | Jake O'Brien | James Tarkowski | Michael Keane | Vitaliy Mykolenko | Tim Iroegbunam | James Garner | Dwight McNeil | Carlos Alcaraz | Jack Grealish | Thierno Barry,David Raya | Jurriën Timber | William Saliba | Piero Hincapié | Riccardo Calafiori | Martin Ødegaard | Martín Zubimendi | Declan Rice | Bukayo Saka | Viktor Gyökeres | Leandro Trossard,[FORA] 88' Mikel Merino entrou no lugar de Martin Ødegaard | [FORA] 80' Gabriel Martinelli entrou no lugar de Leandro Trossard | [CASA] 75' Merlin Röhl entrou no lugar de Carlos Alcaraz | [CASA] 75' Tyler Dibling entrou no lugar de Dwight McNeil | [CASA] 66' Beto entrou no lugar de Thierno Barry | [FORA] 65' Gabriel Jesus entrou no lugar de Viktor Gyökeres,[FORA] 27' Viktor Gyökeres,
PSG,Coupe de France,France,2025-12-20 20:00:00,Vendée Fontenay Foot,Paris Saint-Germain,Vendée Fontenay Foot x Paris Saint-Germain,0 x 4,5-4-1,4-3-3,Noah Renou | David Vinet | Antonin Moisdon | Thomas Brémond | Yanis Leriche | Nathan Fromaget | Namory Keita | Maxime Bisleau | Mehdi Belbachir | Joey Millimono | Fodé Diawara,Renato Marin | David Boly | Ilya Zabarnyi | Lucas Beraldo | Lucas Hernández | Quentin Ndjantou | Warren Zaïre-Emery | Senny Mayulu | Ousmane Dembélé | Gonçalo Ramos | Désiré Doué,[CASA] 79' Kérian Ernault entrou no lugar de Nathan Fromaget | [CASA] 73' Florian Gibaud entrou no lugar de Joey Millimono | [CASA] 73' Enzo Renou entrou no lugar de Namory Keita | [CASA] 69' Lenny Girard entrou no lugar de Maxime Bisleau | [CASA] 69' Kéo Balliau entrou no lugar de David Vinet | [FORA] 61' Noham Kamara entrou no lugar de Ousmane Dembélé | [FORA] 61' Fabián Ruiz entrou no lugar de Warren Zaïre-Emery | [FORA] 61' Noah Nsoki entrou no lugar de Désiré Doué | [FORA] 46' Mathis Jangeal entrou no lugar de Quentin Ndjantou | [FORA] 29' João Neves entrou no lugar de David Boly,[FORA] 58' Gonçalo Ramos | [FORA] 53' Gonçalo Ramos | [FORA] 34' Ousmane Dembélé | [FORA] 25' Désiré Doué,[FORA] 53' Senny Mayulu -> Gonçalo Ramos | [FORA] 25' Ousmane Dembélé -> Désiré Doué
PSG,FIFA Intercontinental Cup,World,2025-12-17 17:00:00,Paris Saint-Germain,Flamengo,Paris Saint-Germain x Flamengo,3 x 2,4-3-3,4-2-3-1,Matvey Safonov | Warren Zaïre-Emery | Marquinhos | Willian Pacho | Nuno Mendes | João Neves | Vitinha | Fabián Ruiz | Désiré Doué | Kang-in Lee | Khvicha Kvaratskhelia,Agustín Rossi | Guillermo Varela | Léo Ortiz | Léo Pereira | Alex Sandro | Erick Pulgar | Jorginho | Gonzalo Plata | Giorgian de Arrascaeta | Jorge Carrascal | Bruno Henrique,[FORA] 108' Samuel Lino entrou no lugar de Gonzalo Plata | [CASA] 106' Quentin Ndjantou entrou no lugar de Fabián Ruiz | [CASA] 91' Ibrahim Mbaye entrou no lugar de Khvicha Kvaratskhelia | [FORA] 90' Luiz Araújo entrou no lugar de Bruno Henrique | [CASA] 78' Ousmane Dembélé entrou no lugar de Désiré Doué | [FORA] 75' Nicolás de la Cruz entrou no lugar de Erick Pulgar | [FORA] 75' Saúl Ñíguez entrou no lugar de Jorginho | [FORA] 74' Everton entrou no lugar de Giorgian de Arrascaeta | [CASA] 64' Bradley Barcola entrou no lugar de Senny Mayulu | [FORA] 56' Pedro entrou no lugar de Jorge Carrascal | [CASA] 35' Senny Mayulu entrou no lugar de Kang-in Lee,[FORA] 62' Jorginho | [CASA] 38' Khvicha Kvaratskhelia,
Arsenal,Premier League,England,2025-12-13 20:00:00,Arsenal,Wolverhampton,Arsenal x Wolverhampton,2 x 1,4-3-3,3-5-2,David Raya | Ben White | Jurriën Timber | William Saliba | Piero Hincapié | Eberechi Eze | Martín Zubimendi | Declan Rice | Bukayo Saka | Viktor Gyökeres | Gabriel Martinelli,Sam Johnstone | Yerson Mosquera | Emmanuel Agbadou | Toti Gomes | Matt Doherty | João Gomes | André | Ladislav Krejčí | David Møller Wolfe | Jørgen Strand Larsen | Hwang Hee-chan,[FORA] 86' Mateus Mané entrou no lugar de Toti Gomes | [CASA] 81' Gabriel Jesus entrou no lugar de Viktor Gyökeres | [FORA] 80' Fer López entrou no lugar de Ladislav Krejčí | [FORA] 80' Jhon Arias entrou no lugar de Hwang Hee-chan | [FORA] 69' Tolu Arokodare entrou no lugar de Jørgen Strand Larsen | [FORA] 69' Jackson Tchatchoua entrou no lugar de Matt Doherty | [CASA] 58' Mikel Merino entrou no lugar de Martín Zubimendi | [CASA] 57' Leandro Trossard entrou no lugar de Gabriel Martinelli | [CASA] 57' Martin Ødegaard entrou no lugar de Eberechi Eze | [CASA] 31' Myles Lewis-Skelly entrou no lugar de Ben White,[CASA] 90+4' Yerson Mosquera | [FORA] 90' Tolu Arokodare | [CASA] 70' Sam Johnstone,[FORA] 90' Mateus Mané -> Tolu Arokodare
PSG,Ligue 1,France,2025-12-13 18:00:00,Metz,Paris Saint-Germain,Metz x Paris Saint-Germain,2 x 3,4-2-3-1,4-3-3,Jonathan Fischer | Koffi Kouao | Jean-Philippe Gbamin | Terry Yegbe | Maxime Colin | Jessy Deminguet | Boubacar Traoré | Malick Mbaye | Gauthier Hein | Giorgi Tsitaishvili | Habibou Diallo,Matvey Safonov | Warren Zaïre-Emery | Ilya Zabarnyi | Willian Pacho | Lucas Hernández | Quentin Ndjantou | Vitinha | Fabián Ruiz | Kang-in Lee | Gonçalo Ramos | Ibrahim Mbaye,[FORA] 90' Lucas Beraldo entrou no lugar de Ibrahim Mbaye | [CASA] 85' Benjamin Stambouli entrou no lugar de Jessy Deminguet | [CASA] 85' Alpha Touré entrou no lugar de Boubacar Traoré | [CASA] 85' Giorgi Abuashvili entrou no lugar de Giorgi Tsitaishvili | [CASA] 84' Cheick Tidiane Sabaly entrou no lugar de Malick Mbaye | [CASA] 74' Sadibou Sané entrou no lugar de Terry Yegbe | [FORA] 66' Bradley Barcola entrou no lugar de Gonçalo Ramos | [FORA] 66' Khvicha Kvaratskhelia entrou no lugar de Quentin Ndjantou | [FORA] 46' Désiré Doué entrou no lugar de Fabián Ruiz,[CASA] 81' Giorgi Tsitaishvili | [FORA] 63' Désiré Doué | [CASA] 42' Jessy Deminguet | [FORA] 39' Quentin Ndjantou | [FORA] 31' Gonçalo Ramos,[CASA] 81' Gauthier Hein -> Giorgi Tsitaishvili | [FORA] 63' Ibrahim Mbaye -> Désiré Doué | [FORA] 39' Ibrahim Mbaye -> Quentin Ndjantou | [FORA] 31' Kang-in Lee -> Gonçalo Ramos
PSG,UEFA Champions League,Europe,2025-12-10 20:00:00,Athletic Club,Paris Saint-Germain,Athletic Club x Paris Saint-Germain,0 x 0,4-2-3-1,4-3-3,Unai Simón | Jesús Areso | Dani Vivian | Yuri Berchiche | Adama Boiro | Iñigo Ruiz de Galarreta | Mikel Jauregizar | Álex Berenguer | Oihan Sancet | Nico Williams | Gorka Guruzeta,Matvey Safonov | Warren Zaïre-Emery | Marquinhos | Willian Pacho | Nuno Mendes | João Neves | Vitinha | Fabián Ruiz | Bradley Barcola | Senny Mayulu | Khvicha Kvaratskhelia,[CASA] 78' Mikel Vesga entrou no lugar de Iñigo Ruiz de Galarreta | [FORA] 78' Gonçalo Ramos entrou no lugar de Bradley Barcola | [CASA] 73' Andoni Gorosabel entrou no lugar de Jesús Areso | [CASA] 73' Asier Hierro entrou no lugar de Oihan Sancet | [CASA] 73' Alejandro Rego Mora entrou no lugar de Mikel Jauregizar | [CASA] 62' Unai Gómez entrou no lugar de Gorka Guruzeta | [FORA] 62' Désiré Doué entrou no lugar de Senny Mayulu | [FORA] 46' Ilya Zabarnyi entrou no lugar de Marquinhos,,
Arsenal,UEFA Champions League,Europe,2025-12-10 20:00:00,Club Brugge KV,Arsenal,Club Brugge KV x Arsenal,0 x 3,4-2-3-1,4-3-3,Dani van den Heuvel | Hugo Siquet | Joel Ordóñez | Brandon Mechele | Joaquin Seys | Aleksandar Stanković | Raphael Onyedika | Carlos Forbs | Hans Vanaken | Christos Tzolis | Nicolò Tresoldi,David Raya | Ben White | Christian Nørgaard | Piero Hincapié | Myles Lewis-Skelly | Martin Ødegaard | Martín Zubimendi | Mikel Merino | Noni Madueke | Viktor Gyökeres | Gabriel Martinelli,[CASA] 83' Mamadou Diakhon entrou no lugar de Carlos Forbs | [FORA] 83' Marli Salmon entrou no lugar de Ben White | [CASA] 74' Hugo Vetlesen entrou no lugar de Raphael Onyedika | [CASA] 74' Kyriani Sabbe entrou no lugar de Joaquin Seys | [FORA] 71' Ethan Nwaneri entrou no lugar de Martin Ødegaard | [FORA] 71' Bukayo Saka entrou no lugar de Noni Madueke | [CASA] 67' Bjorn Meijer entrou no lugar de Hugo Siquet | [CASA] 67' Kaye Furo entrou no lugar de Nicolò Tresoldi | [FORA] 63' Riccardo Calafiori entrou no lugar de Piero Hincapié | [FORA] 62' Gabriel Jesus entrou no lugar de Viktor Gyökeres,[FORA] 56' Gabriel Martinelli | [FORA] 47' Noni Madueke | [FORA] 25' Noni Madueke,[FORA] 56' Myles Lewis-Skelly -> Gabriel Martinelli | [FORA] 47' Martín Zubimendi -> Noni Madueke | [FORA] 25' Martín Zubimendi -> Noni Madueke
PSG,Ligue 1,France,2025-12-06 20:05:00,Paris Saint-Germain,Stade Rennais,Paris Saint-Germain x Stade Rennais,5 x 0,4-3-3,3-5-2,Matvey Safonov | Warren Zaïre-Emery | Marquinhos | Willian Pacho | Lucas Hernández | João Neves | Vitinha | Senny Mayulu | Bradley Barcola | Kang-in Lee | Khvicha Kvaratskhelia,Brice Samba | Abdelhamid Ait Boudlal | Jérémy Jacquet | Lilian Brassier | Przemysław Frankowski | Mahdi Camara | Valentin Rongier | Djaoui Cissé | Mousa Tamari | Breel Embolo | Esteban Lepaul,[FORA] 82' Ludovic Blas entrou no lugar de Mahdi Camara | [FORA] 82' Mohamed Kader Meite entrou no lugar de Breel Embolo | [FORA] 82' Elias Legendre Quiñonez Zae entrou no lugar de Mousa Tamari | [CASA] 80' Ibrahim Mbaye entrou no lugar de João Neves | [CASA] 80' Quentin Ndjantou entrou no lugar de Warren Zaïre-Emery | [FORA] 75' Anthony Rouault entrou no lugar de Esteban Lepaul | [CASA] 71' Fabián Ruiz entrou no lugar de Vitinha | [CASA] 71' Gonçalo Ramos entrou no lugar de Khvicha Kvaratskhelia | [CASA] 64' Ousmane Dembélé entrou no lugar de Kang-in Lee | [FORA] 46' Quentin Merlin entrou no lugar de Djaoui Cissé,[CASA] 90+1' Gonçalo Ramos | [CASA] 88' Ibrahim Mbaye | [CASA] 67' Khvicha Kvaratskhelia | [CASA] 39' Senny Mayulu | [CASA] 28' Khvicha Kvaratskhelia,[CASA] 90+1' Ousmane Dembélé -> Gonçalo Ramos | [CASA] 88' Quentin Ndjantou -> Ibrahim Mbaye | [CASA] 67' Senny Mayulu -> Khvicha Kvaratskhelia | [CASA] 39' João Neves -> Senny Mayulu | [CASA] 28' Lucas Hernández -> Khvicha Kvaratskhelia
Arsenal,Premier League,England,2025-12-06 12:30:00,Aston Villa,Arsenal,Aston Villa x Arsenal,2 x 1,4-2-3-1,4-3-3,Emiliano Martínez | Matty Cash | Ezri Konsa | Pau Torres | Ian Maatsen | Boubacar Kamara | Amadou Onana | John McGinn | Youri Tielemans | Morgan Rogers | Ollie Watkins,David Raya | Ben White | Jurriën Timber | Piero Hincapié | Riccardo Calafiori | Martin Ødegaard | Martín Zubimendi | Declan Rice | Bukayo Saka | Mikel Merino | Eberechi Eze,[CASA] 87' Emiliano Buendía entrou no lugar de Matty Cash | [CASA] 86' Victor Lindelöf entrou no lugar de Pau Torres | [FORA] 86' Gabriel Martinelli entrou no lugar de Leandro Trossard | [FORA] 86' Myles Lewis-Skelly entrou no lugar de Riccardo Calafiori | [FORA] 79' Noni Madueke entrou no lugar de Bukayo Saka | [CASA] 75' Lamare Bogarde entrou no lugar de Amadou Onana | [CASA] 75' Jadon Sancho entrou no lugar de John McGinn | [CASA] 66' Donyell Malen entrou no lugar de Ollie Watkins | [FORA] 46' Leandro Trossard entrou no lugar de Eberechi Eze | [FORA] 46' Viktor Gyökeres entrou no lugar de Mikel Merino,[CASA] 90+5' Emiliano Buendía | [FORA] 52' Leandro Trossard | [CASA] 36' Matty Cash,[CASA] 90+5' Boubacar Kamara -> Emiliano Buendía
Arsenal,Premier League,England,2025-12-03 19:30:00,Arsenal,Brentford,Arsenal x Brentford,2 x 0,4-3-3,5-3-2,David Raya | Ben White | Cristhian Mosquera | Piero Hincapié | Riccardo Calafiori | Martin Ødegaard | Martín Zubimendi | Declan Rice | Noni Madueke | Mikel Merino | Gabriel Martinelli,Caoimhin Kelleher | Michael Kayode | Kristoffer Ajer | Ethan Pinnock | Sepp van den Berg | Rico Henry | Yehor Yarmoliuk | Vitaly Janelt | Mathias Jensen | Dango Ouattara | Kevin Schade,[CASA] 83' Viktor Gyökeres entrou no lugar de Declan Rice | [FORA] 74' Nathan Collins entrou no lugar de Ethan Pinnock | [FORA] 74' Keane Lewis-Potter entrou no lugar de Rico Henry | [CASA] 61' Eberechi Eze entrou no lugar de Gabriel Martinelli | [CASA] 61' Bukayo Saka entrou no lugar de Noni Madueke | [FORA] 61' Jordan Henderson entrou no lugar de Vitaly Janelt | [FORA] 61' Mikkel Damsgaard entrou no lugar de Mathias Jensen | [FORA] 60' Igor Thiago entrou no lugar de Kevin Schade | [CASA] 44' Jurriën Timber entrou no lugar de Cristhian Mosquera,[CASA] 90+1' Bukayo Saka | [CASA] 11' Mikel Merino,[CASA] 90+1' Mikel Merino -> Bukayo Saka | [CASA] 11' Ben White -> Mikel Merino
Arsenal,Premier League,England,2025-11-30 16:30:00,Chelsea,Arsenal,Chelsea x Arsenal,1 x 1,4-2-3-1,4-3-3,Robert Sánchez | Malo Gusto | Wesley Fofana | Trevoh Chalobah | Marc Cucurella | Reece James | Moisés Caicedo | Estêvão | Enzo Fernández | Pedro Neto | João Pedro,David Raya | Jurriën Timber | Cristhian Mosquera | Piero Hincapié | Riccardo Calafiori | Eberechi Eze | Martín Zubimendi | Declan Rice | Bukayo Saka | Mikel Merino | Gabriel Martinelli,[FORA] 72' Viktor Gyökeres entrou no lugar de Eberechi Eze | [FORA] 57' Martin Ødegaard entrou no lugar de Martín Zubimendi | [FORA] 57' Noni Madueke entrou no lugar de Gabriel Martinelli | [CASA] 55' Liam Delap entrou no lugar de João Pedro | [FORA] 46' Myles Lewis-Skelly entrou no lugar de Riccardo Calafiori | [CASA] 46' Alejandro Garnacho entrou no lugar de Estêvão,[FORA] 59' Mikel Merino | [CASA] 48' Trevoh Chalobah,[FORA] 59' Bukayo Saka -> Mikel Merino | [CASA] 48' Reece James -> Trevoh Chalobah
PSG,Ligue 1,France,2025-11-29 16:00:00,AS Monaco,Paris Saint-Germain,AS Monaco x Paris Saint-Germain,1 x 0,4-2-3-1,4-3-3,Lukáš Hrádecký | Vanderson | Thilo Kehrer | Mohammed Salisu | Caio Henrique | Jordan Teze | Lamine Camara | Maghnes Akliouche | Takumi Minamino | Aleksandr Golovin | Folarin Balogun,Lucas Chevalier | Warren Zaïre-Emery | Marquinhos | Willian Pacho | Lucas Hernández | João Neves | Vitinha | Fabián Ruiz | Kang-in Lee | Senny Mayulu | Khvicha Kvaratskhelia,[CASA] 86' Paul Pogba entrou no lugar de Takumi Minamino | [CASA] 85' Mika Biereth entrou no lugar de Folarin Balogun | [FORA] 83' Gonçalo Ramos entrou no lugar de Fabián Ruiz | [FORA] 76' Ibrahim Mbaye entrou no lugar de Khvicha Kvaratskhelia | [CASA] 72' Ansu Fati entrou no lugar de Aleksandr Golovin | [CASA] 65' Krépin Diatta entrou no lugar de Vanderson | [FORA] 64' Quentin Ndjantou entrou no lugar de Senny Mayulu | [FORA] 64' Ousmane Dembélé entrou no lugar de Kang-in Lee,[CASA] 68' Takumi Minamino,[CASA] 68' Aleksandr Golovin -> Takumi Minamino
Arsenal,UEFA Champions League,Europe,2025-11-26 20:00:00,Arsenal,FC Bayern München,Arsenal x FC Bayern München,3 x 1,4-2-3-1,4-2-3-1,David Raya | Jurriën Timber | William Saliba | Cristhian Mosquera | Myles Lewis-Skelly | Martín Zubimendi | Declan Rice | Bukayo Saka | Eberechi Eze | Leandro Trossard | Mikel Merino,Manuel Neuer | Josip Stanišić | Dayot Upamecano | Jonathan Tah | Konrad Laimer | Joshua Kimmich | Aleksandar Pavlović | Michael Olise | Lennart Karl | Serge Gnabry | Harry Kane,[FORA] 82' Kim Min-jae entrou no lugar de Dayot Upamecano | [FORA] 81' Raphaël Guerreiro entrou no lugar de Lennart Karl | [FORA] 81' Leon Goretzka entrou no lugar de Joshua Kimmich | [CASA] 81' Martin Ødegaard entrou no lugar de Eberechi Eze | [CASA] 81' Ben White entrou no lugar de Jurriën Timber | [FORA] 72' Tom Bischof entrou no lugar de Konrad Laimer | [FORA] 72' Nicolas Jackson entrou no lugar de Serge Gnabry | [CASA] 68' Gabriel Martinelli entrou no lugar de Bukayo Saka | [CASA] 68' Riccardo Calafiori entrou no lugar de Myles Lewis-Skelly | [CASA] 38' Noni Madueke entrou no lugar de Leandro Trossard,[CASA] 77' Gabriel Martinelli | [CASA] 69' Noni Madueke | [FORA] 32' Lennart Karl | [CASA] 22' Jurriën Timber,[CASA] 77' Eberechi Eze -> Gabriel Martinelli | [CASA] 69' Riccardo Calafiori -> Noni Madueke | [FORA] 32' Serge Gnabry -> Lennart Karl | [CASA] 22' Bukayo Saka -> Jurriën Timber
PSG,UEFA Champions League,Europe,2025-11-26 20:00:00,Paris Saint-Germain,Tottenham Hotspur,Paris Saint-Germain x Tottenham Hotspur,5 x 3,4-3-3,4-2-2-2,Lucas Chevalier | Warren Zaïre-Emery | Marquinhos | Willian Pacho | Nuno Mendes | João Neves | Vitinha | Fabián Ruiz | Khvicha Kvaratskhelia | Quentin Ndjantou | Bradley Barcola,Guglielmo Vicario | Pedro Porro | Cristian Romero | Micky van de Ven | Djed Spence | Rodrigo Bentancur | Archie Gray | Pape Matar Sarr | Lucas Bergvall | Richarlison | Randal Kolo Muani,[CASA] 90' Ilya Zabarnyi entrou no lugar de Vitinha | [FORA] 84' Wilson Odobert entrou no lugar de Pape Matar Sarr | [FORA] 84' Destiny Udogie entrou no lugar de Djed Spence | [FORA] 83' Xavi Simons entrou no lugar de Randal Kolo Muani | [CASA] 79' Ousmane Dembélé entrou no lugar de Khvicha Kvaratskhelia | [CASA] 79' Gonçalo Ramos entrou no lugar de Quentin Ndjantou | [FORA] 76' João Palhinha entrou no lugar de Archie Gray | [FORA] 76' Mohammed Kudus entrou no lugar de Lucas Bergvall | [CASA] 56' Kang-in Lee entrou no lugar de Bradley Barcola | [CASA] 46' Lucas Hernández entrou no lugar de Nuno Mendes,[CASA] 76' Vitinha | [FORA] 72' Randal Kolo Muani | [CASA] 65' Willian Pacho | [CASA] 59' Fabián Ruiz | [CASA] 53' Vitinha | [FORA] 50' Randal Kolo Muani | [CASA] 45' Vitinha | [FORA] 35' Richarlison,[CASA] 59' João Neves -> Fabián Ruiz | [CASA] 53' Khvicha Kvaratskhelia -> Vitinha | [CASA] 45' Quentin Ndjantou -> Vitinha | [FORA] 35' Randal Kolo Muani -> Richarlison
Arsenal,Premier League,England,2025-11-23 16:30:00,Arsenal,Tottenham Hotspur,Arsenal x Tottenham Hotspur,4 x 1,4-2-3-1,3-4-2-1,David Raya | Jurriën Timber | William Saliba | Piero Hincapié | Riccardo Calafiori | Martín Zubimendi | Declan Rice | Bukayo Saka | Eberechi Eze | Leandro Trossard | Mikel Merino,Guglielmo Vicario | Kevin Danso | Cristian Romero | Micky van de Ven | Djed Spence | João Palhinha | Rodrigo Bentancur | Destiny Udogie | Mohammed Kudus | Wilson Odobert | Richarlison,[CASA] 90' Myles Lewis-Skelly entrou no lugar de Riccardo Calafiori | [CASA] 88' Cristhian Mosquera entrou no lugar de Piero Hincapié | [CASA] 88' Ethan Nwaneri entrou no lugar de Mikel Merino | [FORA] 78' Pedro Porro entrou no lugar de Djed Spence | [FORA] 78' Brennan Johnson entrou no lugar de Mohammed Kudus | [CASA] 78' Noni Madueke entrou no lugar de Leandro Trossard | [FORA] 66' Randal Kolo Muani entrou no lugar de Rodrigo Bentancur | [FORA] 66' Pape Matar Sarr entrou no lugar de Wilson Odobert | [FORA] 46' Xavi Simons entrou no lugar de Kevin Danso,[CASA] 76' Eberechi Eze | [FORA] 55' Richarlison | [CASA] 46' Eberechi Eze | [CASA] 41' Eberechi Eze | [CASA] 36' Leandro Trossard,[CASA] 76' Leandro Trossard -> Eberechi Eze | [FORA] 55' João Palhinha -> Richarlison | [CASA] 46' Jurriën Timber -> Eberechi Eze | [CASA] 41' Declan Rice -> Eberechi Eze | [CASA] 36' Mikel Merino -> Leandro Trossard
